,player,timestamp,object_attacked,reason
121,106,1337.39,Bobby D,Quest Related
122,106,1337.39,Bobby D,Quest Related
123,106,1354.39,Merlin,Quest Related
124,106,1354.39,Merlin,Quest Related
125,106,1354.60,Merlin,Quest Related
126,106,1354.60,Merlin,Quest Related
127,106,1355.00,Merlin,Quest Related
128,106,1356.21,Merlin,Quest Related
129,106,1356.21,Merlin,Quest Related
130,106,1357.21,Merlin,Quest Related
131,106,1357.80,Merlin,Quest Related
132,106,1371.20,Gunny,Quest Related
133,106,1371.39,Gunny,Quest Related
134,106,1371.39,Gunny,Quest Related
135,106,1371.39,Gunny,Quest Related
136,106,1371.39,Gunny,Quest Related
137,106,1374.21,Gunny,Quest Related
138,106,1376.20,Gunny,Quest Related
139,106,1376.38,Gunny,Quest Related
140,106,1376.38,Gunny,Quest Related
141,106,1376.38,Gunny,Quest Related
142,106,1383.59,Gunny,Quest Related
143,106,1383.59,Gunny,Quest Related
144,106,1383.59,Gunny,Quest Related
145,106,1383.59,Gunny,Quest Related
146,106,1433.17,Feral Mutant,Friendly NPC
147,106,1433.96,Feral Mutant,Friendly NPC
148,106,1434.17,Charline,Friendly NPC
149,106,1434.17,Charline,Friendly NPC
150,106,1434.17,Charline,Friendly NPC
151,106,1434.37,Charline,Friendly NPC
152,106,1434.37,Charline,Friendly NPC
153,106,1434.56,Feral Mutant,Friendly NPC
154,106,1440.95,Feral Mutant,Friendly NPC
155,106,1441.35,Feral Mutant,Friendly NPC
156,106,1441.76,Feral Mutant,Friendly NPC
157,106,1441.76,Feral Mutant,Friendly NPC
158,106,1441.76,Feral Mutant,Friendly NPC
159,106,1442.16,Feral Mutant,Friendly NPC
160,106,1442.16,Cornelius,Friendly NPC
161,106,1442.36,Feral Mutant,Friendly NPC
162,106,1442.76,Feral Mutant,Friendly NPC
163,106,1442.96,Feral Mutant,Friendly NPC
164,106,1460.42,Cornelius,Friendly NPC
165,106,1460.59,Cornelius,Friendly NPC
166,106,1460.59,Cornelius,Friendly NPC
167,106,1461.20,Cornelius,Friendly NPC
168,106,1461.39,Cornelius,Friendly NPC
169,106,1461.39,Cornelius,Friendly NPC
170,106,1461.60,Cornelius,Friendly NPC
171,106,1461.60,Cornelius,Friendly NPC
172,106,1461.60,Cornelius,Friendly NPC
173,106,1462.20,Cornelius,Friendly NPC
174,106,1462.79,Cornelius,Friendly NPC
175,106,1613.00,Alexei,Friendly NPC
176,106,1613.00,Alexei,Friendly NPC
177,106,1613.00,Alexei,Friendly NPC
178,106,1613.00,Alexei,Friendly NPC
179,106,1613.20,Alexei,Friendly NPC
180,106,1620.81,Andrew Smith,Friendly NPC
181,106,1620.81,Andrew Smith,Friendly NPC
182,106,1620.81,Andrew Smith,Friendly NPC
183,106,1620.81,Andrew Smith,Friendly NPC
184,106,1620.81,Andrew Smith,Friendly NPC
185,106,1634.21,Lara Black,Friendly NPC
186,106,1634.21,Lara Black,Friendly NPC
187,106,1634.21,Lara Black,Friendly NPC
188,106,1634.21,Lara Black,Friendly NPC
189,106,1634.21,Lara Black,Friendly NPC
190,106,1637.82,Alfred R. Fuddington,Friendly NPC
191,106,1640.63,Alfred R. Fuddington,Friendly NPC
192,106,1640.82,Alfred R. Fuddington,Friendly NPC
193,106,1642.61,Alfred R. Fuddington,Friendly NPC
194,106,1642.61,Alfred R. Fuddington,Friendly NPC
195,106,1659.21,David Johnson,Friendly NPC
196,106,1659.21,David Johnson,Friendly NPC
197,106,1659.41,David Johnson,Friendly NPC
198,106,1659.62,David Johnson,Friendly NPC
199,106,1659.62,David Johnson,Friendly NPC
200,106,1659.83,David Johnson,Friendly NPC
201,106,1659.83,David Johnson,Friendly NPC
202,106,1660.02,David Johnson,Friendly NPC
203,106,1660.41,Daisy,UnMotivated
204,106,1660.81,Daisy,UnMotivated
205,106,1661.01,David Johnson,Friendly NPC
206,106,1661.64,Daisy,UnMotivated
207,106,1664.02,Bob Barter,Friendly NPC
208,106,1677.62,Bob Barter,Friendly NPC
209,106,1677.62,Bob Barter,Friendly NPC
210,106,1677.62,Bob Barter,Friendly NPC
211,106,1678.82,Bob Barter,Friendly NPC
212,106,1678.82,Bob Barter,Friendly NPC
213,106,1679.01,Bob Barter,Friendly NPC
214,106,1680.02,Bob Barter,Friendly NPC
215,106,1680.02,Bob Barter,Friendly NPC
216,106,1680.02,Bob Barter,Friendly NPC
217,106,1680.21,Bob Barter,Friendly NPC
218,106,1680.21,Bob Barter,Friendly NPC
219,106,1680.21,Bob Barter,Friendly NPC
220,106,1680.41,Bob Barter,Friendly NPC
221,106,1683.22,Tim Tinker,Friendly NPC
222,106,1683.22,Tim Tinker,Friendly NPC
223,106,1709.05,Margaret,Friendly NPC
224,106,1709.05,Margaret,Friendly NPC
225,106,1712.05,Margaret,Friendly NPC
226,106,1712.46,Margaret,Friendly NPC
227,106,1715.85,Thomas,Friendly NPC
228,106,1715.85,Thomas,Friendly NPC
229,106,1715.85,Thomas,Friendly NPC
230,106,1715.85,Thomas,Friendly NPC
231,106,1715.85,Thomas,Friendly NPC
232,106,1724.25,Janna Jarlsson,Friendly NPC
233,106,1724.46,Janna Jarlsson,Friendly NPC
234,106,1724.46,Janna Jarlsson,Friendly NPC
235,106,1724.66,Janna Jarlsson,Friendly NPC
236,106,1724.86,Janna Jarlsson,Friendly NPC
237,106,1724.86,Janna Jarlsson,Friendly NPC
238,106,1725.05,Janna Jarlsson,Friendly NPC
239,106,1725.05,Janna Jarlsson,Friendly NPC
240,106,1725.05,Janna Jarlsson,Friendly NPC
241,106,1725.26,Janna Jarlsson,Friendly NPC
242,106,1725.26,Janna Jarlsson,Friendly NPC
243,106,1725.47,Janna Jarlsson,Friendly NPC
244,106,1725.85,Janna Jarlsson,Friendly NPC
245,106,1726.05,Janna Jarlsson,Friendly NPC
246,106,1726.66,Janna Jarlsson,Friendly NPC
247,106,1726.66,Janna Jarlsson,Friendly NPC
248,106,1760.63,Mayor Walker,Friendly NPC
249,106,1760.63,Mayor Walker,Friendly NPC
250,106,1760.63,Mayor Walker,Friendly NPC
251,106,1760.83,Mayor Walker,Friendly NPC
252,106,1760.83,Mayor Walker,Friendly NPC
253,106,1760.83,Mayor Walker,Friendly NPC
254,106,1761.03,Mayor Walker,Friendly NPC
255,106,1761.03,Mayor Walker,Friendly NPC
256,106,1761.03,Mayor Walker,Friendly NPC
257,106,1761.23,Mayor Walker,Friendly NPC
258,106,1804.04,Paul,Friendly NPC
259,106,1804.04,Paul,Friendly NPC
260,106,1804.24,Paul,Friendly NPC
261,106,1804.24,Paul,Friendly NPC
262,106,1804.24,Paul,Friendly NPC
263,106,1804.43,Paul,Friendly NPC
264,106,1804.43,Paul,Friendly NPC
265,106,1804.63,Paul,Friendly NPC
266,106,1804.63,Paul,Friendly NPC
267,106,1804.83,Paul,Friendly NPC
268,106,1805.04,Paul,Friendly NPC
269,106,1805.04,Paul,Friendly NPC
270,106,1805.04,Paul,Friendly NPC
271,106,1805.24,Paul,Friendly NPC
272,106,1805.24,Paul,Friendly NPC
273,106,1805.83,Paul,Friendly NPC
274,106,1806.04,Paul,Friendly NPC
275,106,1806.04,Paul,Friendly NPC
276,106,1806.24,Paul,Friendly NPC
277,106,1806.24,Paul,Friendly NPC
278,106,1806.43,Paul,Friendly NPC
279,106,1806.43,Paul,Friendly NPC
280,106,1806.63,Paul,Friendly NPC
281,106,1806.63,Paul,Friendly NPC
282,106,1806.83,Paul,Friendly NPC
283,106,1806.83,Paul,Friendly NPC
284,106,1807.04,Paul,Friendly NPC
285,106,1807.04,Paul,Friendly NPC
286,106,1807.24,Paul,Friendly NPC
287,106,1807.24,Paul,Friendly NPC
288,106,1807.24,Paul,Friendly NPC
289,106,1807.63,Paul,Friendly NPC
290,106,1807.63,Paul,Friendly NPC
291,106,1807.63,Paul,Friendly NPC
292,106,1807.83,Paul,Friendly NPC
293,106,1807.83,Paul,Friendly NPC
294,106,1808.04,Paul,Friendly NPC
295,106,1808.04,Paul,Friendly NPC
296,106,1808.04,Paul,Friendly NPC
297,106,1808.24,Paul,Friendly NPC
298,106,1808.24,Paul,Friendly NPC
299,106,1808.24,Paul,Friendly NPC
300,106,1808.43,Paul,Friendly NPC
301,106,1808.43,Paul,Friendly NPC
302,106,1808.63,Paul,Friendly NPC
303,106,1808.63,Paul,Friendly NPC
304,106,1808.63,Paul,Friendly NPC
305,106,1809.04,Paul,Friendly NPC
306,106,1809.04,Paul,Friendly NPC
307,106,1809.24,Paul,Friendly NPC
308,106,1809.43,Paul,Friendly NPC
309,106,1809.43,Paul,Friendly NPC
310,106,1809.63,Paul,Friendly NPC
311,106,1809.63,Paul,Friendly NPC
312,106,1809.63,Paul,Friendly NPC
313,106,1809.83,Paul,Friendly NPC
314,106,1809.83,Paul,Friendly NPC
315,106,1810.04,Paul,Friendly NPC
316,106,1810.24,Paul,Friendly NPC
317,106,1810.24,Paul,Friendly NPC
318,106,1810.43,Paul,Friendly NPC
319,106,1810.43,Paul,Friendly NPC
320,106,1810.63,Paul,Friendly NPC
321,106,1810.63,Paul,Friendly NPC
322,106,1810.63,Paul,Friendly NPC
323,106,1810.83,Paul,Friendly NPC
324,106,1810.83,Paul,Friendly NPC
325,106,1811.04,Paul,Friendly NPC
326,106,1811.04,Paul,Friendly NPC
327,106,1811.24,Paul,Friendly NPC
328,106,1811.24,Paul,Friendly NPC
329,106,1811.44,Paul,Friendly NPC
330,106,1813.83,Paul,Friendly NPC
331,106,1813.83,Paul,Friendly NPC
332,106,1814.04,Paul,Friendly NPC
333,106,1814.04,Paul,Friendly NPC
334,106,1814.24,Paul,Friendly NPC
335,106,1814.24,Paul,Friendly NPC
336,106,1814.63,Paul,Friendly NPC
337,106,1814.63,Paul,Friendly NPC
338,106,1814.83,Paul,Friendly NPC
339,106,1815.24,Paul,Friendly NPC
340,106,1815.24,Paul,Friendly NPC
341,106,1815.24,Paul,Friendly NPC
342,106,1815.43,Paul,Friendly NPC
343,106,1824.64,Paul,Friendly NPC
344,106,1830.05,Paul,Friendly NPC
345,106,1830.64,Paul,Friendly NPC
346,106,1831.24,Paul,Friendly NPC
347,106,1839.03,Paul,Friendly NPC
348,106,1925.02,Richard Wood,Friendly NPC
349,106,1927.84,Richard Wood,Friendly NPC
350,106,1932.65,Richard Wood,Friendly NPC
351,106,1945.64,Eric Oxton,Friendly NPC
352,106,1959.86,Eric Oxton,Friendly NPC
353,106,1961.05,Eric Oxton,Friendly NPC
354,106,2015.70,Ann,Friendly NPC
355,106,2016.31,Ann,Friendly NPC
356,106,2016.71,Ann,Friendly NPC
357,106,2017.11,Ann,Friendly NPC
358,108,477.57,Ann,Friendly NPC
359,108,664.81,Spider,Quest Related
360,108,666.41,Spider,Quest Related
361,108,667.00,Spider,Quest Related
362,108,667.60,Spider,Quest Related
363,108,668.21,Spider,Quest Related
364,108,669.64,Spider,Quest Related
365,108,671.85,Spider,Quest Related
366,108,672.44,Spider,Quest Related
367,108,673.25,Spider,Quest Related
368,108,673.84,Spider,Quest Related
369,108,675.25,Spider,Quest Related
370,108,676.04,Spider,Quest Related
371,108,678.83,Wild Bill,Quest Related
372,188,169.01,Giant Rat,Quest Related
373,188,170.40,Giant Rat,Quest Related
374,188,172.82,Giant Rat,Quest Related
375,188,173.40,Giant Rat,Quest Related
376,188,634.60,Slater,SelfDefense
377,188,634.96,Slater,SelfDefense
378,188,635.37,Slater,SelfDefense
379,188,635.57,Slater,SelfDefense
380,188,635.77,Slater,SelfDefense
381,188,636.37,Slater,SelfDefense
382,188,636.77,Dough,SelfDefense
383,188,637.16,Slater,SelfDefense
384,188,637.37,Slater,SelfDefense
385,188,638.37,Slater,SelfDefense
386,188,638.77,Slater,SelfDefense
387,188,638.96,Slater,SelfDefense
388,188,639.16,Slater,SelfDefense
389,188,639.35,Slater,SelfDefense
390,188,602.55,Slater,SelfDefense
391,188,603.35,Slater,SelfDefense
392,188,604.55,Slater,SelfDefense
393,188,604.93,Slater,SelfDefense
394,188,608.55,Slater,SelfDefense
395,188,608.72,Slater,SelfDefense
396,188,609.93,Slater,SelfDefense
397,188,610.13,Slater,SelfDefense
398,188,610.72,Slater,SelfDefense
399,188,611.72,Slater,SelfDefense
400,188,612.13,Slater,SelfDefense
401,188,612.93,Slater,SelfDefense
402,188,614.36,Slater,SelfDefense
403,188,603.35,Slater,SelfDefense
404,188,603.55,Slater,SelfDefense
405,188,603.96,Slater,SelfDefense
406,188,604.35,Slater,SelfDefense
407,188,604.76,Slater,SelfDefense
408,188,604.96,Slater,SelfDefense
409,188,605.13,Slater,SelfDefense
410,188,605.55,Slater,SelfDefense
411,188,605.76,Slater,SelfDefense
412,188,607.16,Slater,SelfDefense
413,188,607.96,Dough,SelfDefense
414,188,608.15,Dough,SelfDefense
415,188,666.16,Dough,SelfDefense
416,188,666.35,Dough,SelfDefense
417,188,747.39,Richard Wood,Friendly NPC
418,188,748.18,Richard Wood,Friendly NPC
419,188,748.39,Richard Wood,Friendly NPC
420,188,749.62,Richard Wood,Friendly NPC
421,188,749.81,Richard Wood,Friendly NPC
422,188,752.78,Eric Oxton,Friendly NPC
423,188,755.41,Eric Oxton,Friendly NPC
424,188,761.00,Eric Oxton,Friendly NPC
425,188,765.02,Eric Oxton,Friendly NPC
426,188,765.41,Eric Oxton,Friendly NPC
427,188,774.41,Eric Oxton,Friendly NPC
428,188,775.61,Eric Oxton,Friendly NPC
429,188,918.28,Bob Barter,Friendly NPC
430,188,919.66,Bob Barter,Friendly NPC
431,188,919.86,Bob Barter,Friendly NPC
432,188,921.86,Bob Barter,Friendly NPC
433,188,922.66,Bob Barter,Friendly NPC
434,188,923.07,Bob Barter,Friendly NPC
435,188,923.46,Bob Barter,Friendly NPC
436,188,923.66,Bob Barter,Friendly NPC
437,188,923.86,Bob Barter,Friendly NPC
438,188,971.08,Tim Tinker,Friendly NPC
439,188,971.46,Tim Tinker,Friendly NPC
440,188,971.69,Tim Tinker,Friendly NPC
441,188,1013.88,Goat,UnMotivated
442,188,1014.28,Goat,UnMotivated
443,188,1015.48,Goat,UnMotivated
444,188,1015.88,Goat,UnMotivated
445,188,1058.52,Alexei,Friendly NPC
446,188,1061.12,Alexei,Friendly NPC
447,188,1061.52,Alexei,Friendly NPC
448,188,1062.52,Alexei,Friendly NPC
449,188,1065.90,Alexei,Friendly NPC
450,188,1069.73,Alexei,Friendly NPC
451,188,1083.12,Alexei,Friendly NPC
452,188,1083.52,Alexei,Friendly NPC
453,188,1083.92,Alexei,Friendly NPC
454,188,1084.73,Alexei,Friendly NPC
455,109,984.38,Giant Rat,Quest Related
456,109,1004.97,Giant Rat,Quest Related
457,109,1006.57,Giant Rat,Quest Related
458,109,1007.97,Giant Rat,Quest Related
459,109,1030.17,Giant Rat,Quest Related
460,109,1038.57,Giant Rat,Quest Related
461,109,1085.16,Mr. Walker,Friendly NPC
462,109,1088.18,Mr. Walker,Friendly NPC
463,109,1494.76,David Johnson,Friendly NPC
464,109,2032.77,Slater,Quest Related
465,109,2035.57,Slater,Quest Related
466,109,2039.77,Slater,Quest Related
467,109,2040.14,Slater,Quest Related
468,109,2040.57,Slater,Quest Related
469,109,2040.77,Slater,Quest Related
470,109,2032.77,Slater,Quest Related
471,109,2037.38,Slater,Quest Related
472,109,2037.97,Slater,Quest Related
473,109,2065.16,Slater,Quest Related
474,109,2065.75,Slater,Quest Related
475,109,2037.81,Slater,Quest Related
476,109,2037.55,Slater,Quest Related
477,109,2038.35,Slater,Quest Related
478,109,2038.55,Slater,Quest Related
479,109,2039.35,Slater,Quest Related
480,109,2029.36,Slater,Quest Related
481,109,2091.57,Slater,Quest Related
482,109,2034.94,Slater,Quest Related
483,109,2035.36,Slater,Quest Related
484,109,2037.57,Slater,Quest Related
485,109,2037.94,Slater,Quest Related
486,109,2038.35,Slater,Quest Related
487,109,2038.74,Slater,Quest Related
488,109,2039.36,Slater,Quest Related
489,109,2040.15,Slater,Quest Related
490,109,2039.35,Slater,Quest Related
491,109,2039.75,Slater,Quest Related
492,109,2040.94,Slater,Quest Related
493,109,2041.35,Slater,Quest Related
494,109,2043.55,Slater,Quest Related
495,109,2044.35,Slater,Quest Related
496,109,2044.75,Slater,Quest Related
497,109,2045.35,Slater,Quest Related
498,109,2045.55,Slater,Quest Related
499,109,2046.15,Slater,Quest Related
500,109,2046.55,Slater,Quest Related
501,109,2046.96,Slater,Quest Related
502,109,2047.15,Slater,Quest Related
503,109,2047.96,Slater,Quest Related
504,109,2048.35,Slater,Quest Related
505,109,2048.75,Slater,Quest Related
506,109,2049.15,Slater,Quest Related
507,109,2049.35,Slater,Quest Related
508,109,2049.75,Slater,Quest Related
509,109,2050.15,Slater,Quest Related
510,109,2039.76,Slater,Quest Related
511,109,2040.76,Slater,Quest Related
512,110,386.26,Giant Rat,Quest Related
513,110,387.64,Giant Rat,Quest Related
514,110,389.65,Giant Rat,Quest Related
515,110,1596.23,Coyote,SelfDefense
516,110,1597.62,Coyote,SelfDefense
517,110,1597.82,Coyote,SelfDefense
518,110,1602.43,Coyote,SelfDefense
519,110,1602.63,Coyote,SelfDefense
520,110,1605.25,Coyote,SelfDefense
521,110,1605.42,Coyote,SelfDefense
522,110,1606.03,Coyote,SelfDefense
523,110,1606.64,Coyote,SelfDefense
524,110,1607.03,Coyote,SelfDefense
525,110,1607.42,Coyote,SelfDefense
526,110,1607.83,Coyote,SelfDefense
527,110,1658.41,Coyote,SelfDefense
528,110,1659.22,Coyote,SelfDefense
529,110,1660.24,Coyote,SelfDefense
530,110,1661.43,Coyote,SelfDefense
531,110,1696.21,Coyote,SelfDefense
532,110,1696.41,Coyote,SelfDefense
533,110,1697.21,Coyote,SelfDefense
534,110,1697.62,Coyote,SelfDefense
535,110,1698.01,Coyote,SelfDefense
536,110,1698.41,Coyote,SelfDefense
537,110,1711.62,Coyote,SelfDefense
538,110,1716.41,Coyote,SelfDefense
539,110,1716.85,Coyote,SelfDefense
540,110,1717.21,Coyote,SelfDefense
541,110,1717.62,Coyote,SelfDefense
542,110,2471.38,Mel,SelfDefense
543,110,2473.12,Mel,SelfDefense
544,110,2475.35,Mel,SelfDefense
545,110,2476.13,Mel,SelfDefense
546,110,2479.12,Mel,SelfDefense
547,110,2479.90,Mel,SelfDefense
548,110,2481.60,Mel,SelfDefense
549,110,2481.90,Mel,SelfDefense
550,110,2646.65,Mel,SelfDefense
551,110,2654.85,Mel,SelfDefense
552,110,2656.45,Mel,SelfDefense
553,110,2657.45,Mel,SelfDefense
554,111,714.80,Giant Rat,SelfDefense
555,111,1609.17,Slater,UnMotivated 
556,111,1609.96,Slater,UnMotivated 
557,111,1610.56,Slater,UnMotivated 
558,111,1611.17,Slater,UnMotivated 
559,111,1611.76,Slater,UnMotivated 
560,111,1613.76,Slater,UnMotivated 
561,111,1614.37,Slater,UnMotivated 
562,111,1614.96,Slater,UnMotivated 
563,111,1615.76,Slater,UnMotivated 
564,111,1616.37,Slater,UnMotivated 
565,111,1616.96,Slater,UnMotivated 
566,111,1619.17,Slater,UnMotivated 
567,111,1620.57,Slater,UnMotivated 
568,111,1623.17,Slater,UnMotivated 
569,111,1625.96,Slater,UnMotivated 
570,111,1626.76,Slater,UnMotivated 
571,111,1627.37,Slater,UnMotivated 
572,111,1627.96,Slater,UnMotivated 
573,111,1628.76,Slater,UnMotivated 
574,111,1629.37,Slater,UnMotivated 
575,111,1630.76,Slater,UnMotivated 
576,111,1583.16,Sara,SelfDefense
577,111,1583.96,Sara,SelfDefense
578,111,1584.75,Sara,SelfDefense
579,111,1585.36,Sara,SelfDefense
580,111,1587.57,Ray,SelfDefense
581,111,1588.16,Ray,SelfDefense
582,111,1588.75,Ray,SelfDefense
583,111,1589.57,Ray,SelfDefense
584,111,1590.16,Ray,SelfDefense
585,111,1596.57,Sara,SelfDefense
586,111,1597.36,Sara,SelfDefense
587,111,1597.96,Sara,SelfDefense
588,111,1599.78,Sara,SelfDefense
589,111,1540.95,Slater,UnMotivated 
590,111,1544.36,Slater,UnMotivated 
591,111,1544.95,Slater,UnMotivated 
592,111,1546.36,Slater,UnMotivated 
593,111,1546.95,Slater,UnMotivated 
594,111,1547.77,Slater,UnMotivated 
595,111,1548.95,Slater,UnMotivated 
596,111,1549.80,Slater,UnMotivated 
597,111,1552.56,Slater,UnMotivated 
598,111,1881.00,Charline,Friendly NPC
599,111,1883.61,Charline,Friendly NPC
600,111,1884.20,Charline,Friendly NPC
601,111,1885.61,Charline,Friendly NPC
602,111,1901.41,Feral Mutant,Friendly NPC
603,111,1903.21,Gibbons,SelfDefense
604,111,1916.42,Feral Mutant,Friendly NPC
605,111,1919.81,Feral Mutant,Friendly NPC
606,111,1921.81,Feral Mutant,Friendly NPC
607,111,1922.42,Feral Mutant,Friendly NPC
608,111,1923.01,Feral Mutant,Friendly NPC
609,111,1924.42,Feral Mutant,Friendly NPC
610,111,1932.02,Cornelius,Friendly NPC
611,111,2375.99,Cornelius,Friendly NPC
612,111,2376.79,Cornelius,Friendly NPC
613,111,2566.16,Coyote,SelfDefense
614,111,2568.36,Coyote,SelfDefense
615,111,2568.95,Coyote,SelfDefense
616,111,2569.77,Coyote,SelfDefense
617,111,2571.16,Coyote,SelfDefense
618,111,2571.76,Coyote,SelfDefense
619,111,2591.95,Coyote,SelfDefense
620,111,2593.94,Coyote,SelfDefense
621,111,2624.55,Coyote,SelfDefense
622,111,2625.14,Coyote,SelfDefense
623,111,2625.75,Coyote,SelfDefense
624,111,2626.34,Coyote,SelfDefense
625,112,346.67,Giant Rat,Quest Related
626,112,348.07,Giant Rat,Quest Related
627,112,350.48,Giant Rat,Quest Related
628,112,1299.69,Gibbons,SelfDefense
629,112,1302.69,Charline,Friendly NPC
630,112,1303.90,Gibbons,SelfDefense
631,112,1304.29,Charline,Friendly NPC
632,112,1305.10,Gibbons,SelfDefense
633,112,1306.10,Cornelius,Friendly NPC
634,112,1306.50,Charline,Friendly NPC
635,112,1309.29,Cornelius,Friendly NPC
636,112,1309.69,Cornelius,Friendly NPC
637,112,1310.49,Cornelius,Friendly NPC
638,112,1310.90,Cornelius,Friendly NPC
639,112,1311.49,Cornelius,Friendly NPC
640,112,1311.89,Cornelius,Friendly NPC
641,112,1316.09,Feral Mutant,Friendly NPC
642,112,1318.89,Feral Mutant,Friendly NPC
643,112,1321.29,Feral Mutant,Friendly NPC
644,112,1322.49,Feral Mutant,Friendly NPC
645,112,1322.90,Feral Mutant,Friendly NPC
646,112,1875.41,Spider,Quest Related
647,112,1875.58,Spider,Quest Related
648,112,1875.78,Spider,Quest Related
649,112,1876.41,Spider,Quest Related
650,112,1876.58,Spider,Quest Related
651,112,1876.78,Spider,Quest Related
652,112,1877.22,Stu,Quest Related
653,112,1877.41,Stu,Quest Related
654,112,1878.61,Spider,Quest Related
655,112,1878.80,Spider,Quest Related
656,112,1878.80,Spider,Quest Related
657,112,1879.01,Spider,Quest Related
