,player,character,utterance,timestamp
51,103,AAAMrWalker,Thank you for helping me. But I'm confused,563.82
52,103,AAAMrWalker,Nice to meet you and thank you for your help. What bikers are you talking about?,578.42
53,103,AAAMrWalker,Is there anything that I can do to help you? I want to repay you for saving me.,596.82
54,103,AAAMrWalker,Thanks for the tip. I'll keep that in mind.,602.82
55,103,Johnson,I always have a minute to talk.,672.44
56,103,Johnson,Why is that such big a problem?,687.23
57,103,Johnson,Why not just wait for them to move on?,702.04
58,103,Johnson,So you want me to get all the bikers out of your town?,720.26
59,103,1ADavidJohnson,Is there a way the townspeople can help fight off the bikers?,734.43
60,103,1ADavidJohnson,What would you need me to do?,752.43
61,103,1ADavidJohnson,Where can I find what you need?,766.83
62,103,MyNPC,I'd like to buy something.,1025.66
63,103,MyNPC,I'd like to buy something.,1033.48
64,103,CrafterNPC,Tell me how to use the workbench.,1069.69
65,103,CrafterNPC,What kinds of things can I craft?,1084.28
66,103,CrafterNPC,Tell me about the sniper rifle.,1096.49
67,103,aaamutant1,Wait,1306.28
68,103,aaamutant1,I'm not from the town. Who is Cornelius?,1314.92
69,103,aaamutant1,That's terrible! Is there any way I can help?,1331.69
70,103,AAARichard,There are some mutants in the abandoned house who say you poisoned one of them.,1405.35
71,103,AAARichard,Yes,1487.42
72,103,aaamutant1,I have it. Here you go.,1538.86
73,103,aaamutant1,I have it. Here you go.,1713.70
74,103,CrafterNPC,Tell me about the shishkebab.,1789.36
75,103,CrafterNPC,Tell me about the sniper rifle.,1801.77
76,103,CrafterNPC,Do you have a job for me?,1814.36
77,103,CrafterNPC,Not interested.,1818.56
78,103,MyNPC,I'd like to buy something.,1834.42
79,103,Eric,Can you tell me anything about the town?,1873.84
80,103,Eric,So what happened here?,1886.25
81,103,Eric,Who are you talking to?,1900.05
82,103,1ADavidJohnson,Where can I find the guns again?,1945.06
83,103,CrafterNPC,Do you have a job for me?,1977.47
84,103,CrafterNPC,I'll do it.,1990.67
85,103,AAAMrWalker,I'll just be on my way now,2138.24
86,103,AAAMrsWalker,Tell me about Old Fitz's cave.,2367.60
87,103,AAAMrsWalker,Tell me about the silver mine.,2388.40
88,103,CrafterNPC,Tell me how to use the workbench.,2555.57
89,103,CrafterNPC,What kinds of things can I craft?,2570.76
90,103,CrafterNPC,Tell me about the metal armor.,2581.36
91,103,CrafterNPC,Tell me about the shishkebab.,2584.36
92,103,Andrew,Is there any particular reason the bikers are here?,2650.76
93,103,Andrew,What do you think would work for bribing the bikers to leave?,2660.15
94,105,AAAPaul,Who are you?,61.40
95,105,AAAPaul,Wow,87.80
96,105,AAAMrsWalker,I'm feeling fine,343.03
97,105,AAAMrsWalker,That's a lame excuse.,362.23
98,105,AAAMrsWalker,I don't think I'm the guy you're looking for. You should have someone else take care of this rat.,379.62
99,105,AAAMrWalker,Where am I exactly?,462.23
100,105,AAAMrWalker,Thank you for helping me out. I really appreciate it. What bikers are you talking about?,477.64
101,105,AAAMrWalker,Is there anything that I can do to help you? I want to repay you for saving me.,495.24
102,105,AAAMrWalker,I'm sorry to hear that. I'll try to avoid them as much as I can.,501.85
103,105,AAAMrWalker,I want to know more about the town.,518.86
104,105,AAAMrWalker,Thank you. I'll keep that in mind.,527.25
105,105,AAAMrWalker,Thank you for helping me. But I'm confused,542.85
106,105,AAAMrWalker,Nice to meet you and thank you for your help. What bikers are you talking about?,559.24
107,105,AAAMrWalker,[Stay silent],565.04
108,105,AAAMrsWalker,I'm fine.,756.09
109,105,AAAMrsWalker,Allergies can be tough. Do you want me to help get rid of the rat? It's the least I can do.,786.09
110,105,AAAMrsWalker,Tell me about the abandoned house.,903.33
111,105,AAAMrsWalker,Tell me about Old Fitz's cave.,929.92
112,105,AAAMrsWalker,Tell me about the silver mine.,950.92
113,105,Eric,So what happened here?,1030.58
114,105,Eric,Can you tell me anything about the town?,1042.19
115,105,Eric,Who are you talking to?,1055.58
116,105,AAARichard,Not at the moment,1080.82
117,105,AAADaniel,Hello,1110.83
118,105,AAADaniel,Excuse me?,1120.44
119,105,AAADaniel,Can you give me some information?,1129.83
120,105,AAADaniel,Huh?,1144.04
121,105,AAALara,What happened here?,1173.46
122,105,AAALara,What's going on?,1184.87
123,105,AAALara,What's wrong with your friend here?,1194.07
124,105,aaamutant1,Wait,1289.51
125,105,aaamutant1,I'm not from the town. Who is Cornelius?,1298.71
126,105,aaamutant1,That's terrible! Is there any way I can help?,1313.50
127,105,AAARichard,There are some mutants in the abandoned house who say you poisoned one of them.,1381.94
128,105,AAARichard,Yes,1618.56
129,105,AAARichard,Yes,1620.77
130,105,aaamutant1,I have it. Here you go.,1676.17
131,105,aaamutant1,I have it. Here you go.,1778.61
132,105,aaamutant1,I have it. Here you go.,1789.61
133,105,Slater,who are you?,2064.29
134,105,Slater,Easy now I'm only here to talk,2081.69
135,105,Slater,You have had your fun,2104.07
136,105,Slater,Can't we make a deal or something to make you leave? ,2114.67
137,105,Slater,Ok,2122.67
138,105,Andrew,Is there any particular reason the bikers are here?,2231.64
139,105,Andrew,What do you think would work for bribing the bikers to leave?,2243.23
140,105,Andrew,So what happened here?,2253.84
141,105,AAAJanna,Tell me about the men across the street.,2305.27
142,105,AAAJanna,Tell me about the sheriff.,2316.25
143,105,AAAJanna,Tell me about the bar.,2325.45
144,105,AAAJanna,Tell me about the cafe.,2335.45
145,105,AAAJanna,Tell me about Old Fitz's cave to the south.,2346.05
146,105,AAAJanna,Tell me about the farm.,2357.44
147,105,AAAJanna,Tell me about the hotel.,2371.23
148,105,AAAJanna,Tell me about the abandoned house to the southeast.,2382.03
149,105,MyNPC,I'd like to buy something.,2413.86
150,105,MyNPC,You seem a bit anxious.,2422.25
151,105,MyNPC,What's on your mind?,2434.45
152,105,MyNPC,I'm not interested.,2446.06
153,105,Johnson,I always have a minute to talk.,2506.47
154,105,Johnson,Don't you have a sheriff or something?,2526.46
155,105,Johnson,So you want me to find the sheriff?,2540.64
156,105,Johnson,Why is that such big a problem?,2552.64
157,105,Johnson,Why not just wait for them to move on?,2565.84
158,105,1ADavidJohnson,What's around town?,2585.65
159,105,Johnson,See you around,2595.24
160,105,Ann,Yes,2695.07
161,105,Ann,Sure I will look for him.,2701.66
162,106,AAAPaul,Who are you?,31.79
163,106,AAAPaul,Mayor?  So this is a town?,38.38
164,106,AAAMrsWalker,I'm feeling fine,102.41
165,106,AAAMrsWalker,Allergies,110.00
166,106,AAAMrsWalker,Let's say that I help you get rid of the rat. What's in it for me?,120.21
167,106,AAAMrWalker,Thank you for helping me. But I'm confused,149.43
168,106,AAAMrWalker,Thanks for the help. What was that about bikers?,151.43
169,106,AAAMrWalker,Is there anything that I can do to help you? I want to repay you for saving me.,154.63
170,106,AAAMrWalker,Thanks for the tip. I'll keep that in mind.,156.83
171,106,AAAMrWalker,Where am I exactly?,159.83
172,106,AAAMrWalker,You mentioned bikers?,162.24
173,106,AAAMrWalker,[Stay silent],164.64
174,106,AAAMrWalker,I want to know more about the town.,166.04
175,106,AAAMrWalker,Thank you. I'll keep that in mind.,168.04
176,106,AAAMrWalker,I want to know more about the town.,171.83
177,106,AAAMrWalker,[Stay silent],173.05
178,106,AAALara,What happened here?,248.46
179,106,AAALara,What's wrong with your friend here?,250.06
180,106,AAALara,What's going on?,251.85
181,106,AAADaniel,Can you give me some information?,260.46
182,106,AAADaniel,Huh?,262.27
183,106,AAADaniel,Hello,265.46
184,106,AAADaniel,Excuse me?,266.87
185,106,AAADaniel,Bugger off,268.07
186,106,AAARichard,Not at the moment,280.69
187,106,Eric,Can you tell me anything about the town?,286.29
188,106,Eric,So what happened here?,287.09
189,106,Eric,Who are you talking to?,289.09
190,106,Johnson,It sounds like you want me to do something for you?,302.91
191,106,Johnson,Don't you have a sheriff or something?,304.50
192,106,Johnson,So you want me to find the sheriff?,307.51
193,106,Johnson,So where did you say the bikers were?,309.31
194,106,Johnson,So where did you say the bikers were?,311.12
195,106,1ADavidJohnson,What's around town?,312.91
196,106,Johnson,So where did you say the bikers were?,314.51
197,106,Johnson,See you around,316.11
198,106,aaaThomas,Don't worry,345.36
199,106,aaaThomas,You must have some ideas.,349.15
200,106,aaaMargaret,I'd hate to burden you.,357.39
201,106,aaaMargaret,Thank you.,359.00
202,106,MyNPC,I'd like to buy something.,441.44
203,106,MyNPC,You seem a bit anxious.,443.63
204,106,MyNPC,What's on your mind?,447.24
205,106,MyNPC,I'll help you out.,449.63
206,106,MyNPC,I have not yet retrieved the papers.,454.44
207,106,CrafterNPC,Tell me how to use the workbench.,475.47
208,106,CrafterNPC,What kinds of things can I craft?,479.47
209,106,CrafterNPC,Tell me about the sniper rifle.,481.68
210,106,CrafterNPC,Tell me about the shishkebab.,487.07
211,106,CrafterNPC,Do you have a job for me?,491.07
212,106,CrafterNPC,I'll do it.,497.47
213,106,AAAJanna,Tell me about the bar.,509.91
214,106,Alexei,Hello. Can you tell me anything about this place?,648.74
215,106,Alexei,Rats?,650.13
216,106,Alexei,I have no time for a goat farmer.,651.92
217,106,aaamutant1,Wait,702.74
218,106,aaamutant1,I'm not from the town. Who is Cornelius?,705.37
219,106,aaamutant1,Die mutants!,710.37
220,106,Slater,who are you?,898.19
221,106,Slater,Sorry for disturbing you,900.77
222,106,Slater,I'm here to throw you bikers out of town!,894.56
223,106,MyNPC,I'd like to buy something.,1023.20
224,106,Ann,Yes,2010.27
225,106,Ann,Sure I will look for him.,2011.88
226,108,AAAPaul,Where am I?.,35.97
227,108,AAAPaul,I'll have to thank your parents for helping me then.  Where are they?,55.16
228,108,AAAMrWalker,Thank you for helping me. But I'm confused,139.41
229,108,AAAMrWalker,Nice to meet you and thank you for your help. What bikers are you talking about?,147.80
230,108,AAAMrWalker,I'll try to avoid them. Anything that I can do?,154.19
231,108,AAAMrWalker,Thanks for the tip. I'll keep that in mind.,157.60
232,108,AAAMrWalker,Where am I exactly?,166.80
233,108,AAAMrWalker,Thanks for the help. What was that about bikers?,173.19
234,108,AAAMrWalker,I'm sorry to hear that. I'll try to avoid them as much as I can.,175.40
235,108,AAAMrWalker,I want to know more about the town.,181.01
236,108,AAAMrWalker,[Stay silent],184.01
237,108,AAAMrWalker,Thank you for helping me. But I'm confused,186.60
238,108,AAAMrWalker,Thanks for the help. What was that about bikers?,194.61
239,108,AAAMrWalker,Well,207.99
240,108,aaaMargaret,I'd hate to burden you.,258.50
241,108,aaaMargaret,Thank you.,260.65
242,108,aaaThomas,Don't worry,360.49
243,108,CrafterNPC,No thanks.,384.72
244,108,CrafterNPC,Do you have a job for me?,388.33
245,108,CrafterNPC,Not interested.,392.13
246,108,Andrew,So what happened here?,412.98
247,108,Andrew,Is there any particular reason the bikers are here?,420.98
248,108,Andrew,What do you think would work for bribing the bikers to leave?,426.37
249,108,Ann,Yes,485.20
250,108,Ann,Sure I will look for him.,486.60
251,108,Spider,I looking for Ann's husband,657.01
252,108,Spider,If you don't let him go,662.41
253,188,AAAMrsWalker,I'm feeling fine,82.80
254,188,AAAMrsWalker,Is there something I can do to help you?,95.20
255,188,AAAMrsWalker,Tell me about Old Fitz's cave.,229.43
256,188,AAAMrsWalker,Tell me about the abandoned house.,240.03
257,188,AAAMrWalker,I'll just be on my way now,263.26
258,188,aaaMargaret,I'd hate to burden you.,295.73
259,188,aaaMargaret,Thank you.,297.73
260,188,aaaThomas,You must have some ideas.,311.20
261,188,aaamutant1,Wait,499.94
262,188,aaamutant1,I'm not from the town. Who is Cornelius?,505.14
263,188,aaamutant1,That's terrible! Is there any way I can help?,513.54
264,188,Slater,who are you?,599.98
265,188,Slater,Easy now I'm only here to talk,606.16
266,188,Slater,If you don't leave town I will have to throw you out. ,612.57
267,188,Slater,Can't we make a deal or something to make you leave? ,616.96
268,188,Slater,I got no money for you,621.96
269,188,Slater,I'm here to throw you bikers out of town!,600.55
270,188,Slater,I'm here to throw you bikers out of town!,600.16
271,188,AAADaniel,Hello,697.75
272,188,AAADaniel,Excuse me?,700.58
273,188,AAADaniel,Can you give me some information?,703.17
274,188,AAADaniel,Huh?,705.18
275,188,AAADaniel,Bugger off,706.75
276,188,AAALara,What happened here?,714.81
277,188,AAALara,What's wrong with your friend here?,717.01
278,188,AAALara,What's going on?,720.62
279,188,Johnson,It sounds like you want me to do something for you?,805.68
280,188,Johnson,Don't you have a sheriff or something?,810.68
281,188,Johnson,So you want me to find the sheriff?,812.88
282,188,Johnson,So where did you say the bikers were?,817.11
283,188,Johnson,So you want me to get all the bikers out of your town?,820.47
284,188,1ADavidJohnson,I'm planning on bribing the bikers. Any ideas on what they like?,826.68
285,188,AAAJanna,Tell me about the cafe.,850.96
286,188,MyNPC,You seem a bit anxious.,879.96
287,188,MyNPC,What's on your mind?,884.19
288,188,MyNPC,I'll help you out.,886.19
289,188,MyNPC,I'd like to buy something.,896.22
290,188,MyNPC,I'd like to buy something.,901.66
291,188,Alexei,Hello to you,1043.92
292,188,Alexei,Goat farmer?,1047.92
293,188,Alexei,Hello. Can you tell me anything about this place?,1051.10
294,188,Alexei,Rats?,1054.51
295,188,Alexei,I have no time for a goat farmer.,1056.51
296,188,aaamutant1,I have it. Here you go.,1135.10
297,188,aaamutant1,I have it. Here you go.,1140.11
298,109,AAAPaul,Where am I?.,34.98
299,109,AAAMrWalker,Thank you for helping me. But I'm confused,624.21
300,109,AAAMrWalker,Nice to meet you and thank you for your help. What bikers are you talking about?,639.21
301,109,AAAMrWalker,Is there anything that I can do to help you? I want to repay you for saving me.,653.62
302,109,AAAMrWalker,I'm sorry to hear that. I'll try to avoid them as much as I can.,660.80
303,109,AAAMrWalker,I want to know more about the town.,676.41
304,109,AAAMrWalker,Thank you. I'll keep that in mind.,680.62
305,109,AAAMrWalker,Where am I exactly?,698.42
306,109,AAAMrWalker,You mentioned bikers?,718.41
307,109,AAAMrWalker,Thanks for the tip. I'll keep that in mind.,724.61
308,109,AAAMrWalker,I want to know more about the town.,732.61
309,109,AAAMrWalker,Thank you. I'll keep that in mind.,735.41
310,109,AAAMrWalker,I'll just be on my way now,766.22
311,109,AAAMrWalker,Thank you for helping me. But I'm confused,772.62
312,109,AAAMrWalker,Nice to meet you and thank you for your help. What bikers are you talking about?,774.22
313,109,AAAMrWalker,[Stay silent],777.83
314,109,AAAMrsWalker,I'm fine.,834.45
315,109,AAAMrsWalker,Allergies can be tough. Do you want me to help get rid of the rat? It's the least I can do.,864.65
316,109,AAAMrsWalker,Allergies can be tough. Do you want me to help get rid of the rat? It's the least I can do.,886.26
317,109,Johnson,It sounds like you want me to do something for you?,1515.78
318,109,Johnson,Don't you have a sheriff or something?,1526.78
319,109,Johnson,So you want me to find the sheriff?,1533.98
320,109,Johnson,Why is that such big a problem?,1546.39
321,109,Johnson,Why not just wait for them to move on?,1558.78
322,109,Johnson,So you want me to get all the bikers out of your town?,1569.98
323,109,Johnson,I have not taken care of the bikers yet.,1575.59
324,109,Eric,So what happened here?,1627.62
325,109,Eric,So what happened here?,1630.23
326,109,Eric,Who are you talking to?,1640.62
327,109,Eric,So what happened here?,1642.62
328,109,Eric,So what happened here?,1653.23
329,109,Eric,Can you tell me anything about the town?,1661.62
330,109,Eric,Can you tell me anything about the town?,1671.62
331,109,Eric,Who are you talking to?,1691.44
332,109,Andrew,What do you think would work for bribing the bikers to leave?,1742.47
333,109,Andrew,What do you think would work for bribing the bikers to leave?,1749.05
334,109,Andrew,What do you think would work for bribing the bikers to leave?,1751.64
335,109,AAALara,What happened here?,1805.07
336,109,AAALara,What's going on?,1810.44
337,109,AAALara,What's wrong with your friend here?,1821.07
338,109,Slater,who are you?,2030.20
339,109,Slater,I'm here to throw you bikers out of town!,2033.99
340,109,Slater,I'm just looking around.,2045.77
341,109,Slater,Easy now I'm only here to talk,2062.16
342,109,Slater,You have had your fun,2070.16
343,109,Slater,Can't we make a deal or something to make you leave? ,2081.15
344,109,Slater,Well I got some money out of the Sheriffs safe,2097.76
345,109,1ASlater,Wait a minute,2129.19
346,109,1ASlater,Seriously,2132.80
347,109,1ASlater,What did you have in mind?,2140.59
348,109,1ASlater,Okay.,2143.59
349,109,Slater,who are you?,2156.23
350,109,Slater,Easy now I'm only here to talk,2165.23
351,109,Slater,Oh nothing sorry,2167.82
352,109,Slater,I'm here to throw you bikers out of town!,2173.46
353,109,Slater,who are you?,2028.75
354,109,Slater,Sorry for disturbing you,2029.96
355,109,Slater,I'm here to throw you bikers out of town!,2033.97
356,109,Slater,Sorry for disturbing you,2031.57
357,109,Slater,who are you?,2033.36
358,109,Slater,Sorry for disturbing you,2035.36
359,109,Slater,who are you?,2034.98
360,109,Slater,Sorry for disturbing you,2035.95
361,109,Slater,Sorry for disturbing you,2036.35
362,109,Slater,who are you?,2029.96
363,109,Slater,I'm here to throw you bikers out of town!,2030.55
364,109,Slater,I'm here to throw you bikers out of town!,2035.55
365,109,Slater,I'm here to throw you bikers out of town!,2027.15
366,109,Slater,I'm here to throw you bikers out of town!,2031.76
367,109,Slater,Sorry for disturbing you,2032.94
368,109,Slater,I'm here to throw you bikers out of town!,2088.56
369,109,Slater,I'm here to throw you bikers out of town!,2027.54
370,109,Slater,I'm here to throw you bikers out of town!,2032.95
371,109,Slater,Sorry for disturbing you,2032.15
372,109,Slater,Sorry for disturbing you,2033.14
373,109,Slater,Sorry for disturbing you,2030.99
374,109,Slater,I'm just looking around.,2035.15
375,109,Slater,Easy now I'm only here to talk,2038.39
376,109,Slater,Oh nothing sorry,2041.15
377,110,AAAPaul,Where am I?.,37.78
378,110,AAAPaul,I'll have to thank your parents for helping me then.  Where are they?,62.99
379,110,AAAMrsWalker,I'm feeling fine,269.22
380,110,AAAMrsWalker,Allergies,299.61
381,110,AAAMrsWalker,I could help you with the rat if you want.,328.83
382,110,AAAMrsWalker,Tell me about Old Fitz's cave.,491.29
383,110,AAAMrsWalker,Tell me about the silver mine.,512.09
384,110,AAAMrsWalker,Tell me about the abandoned house.,534.49
385,110,AAAMrWalker,Where am I exactly?,588.93
386,110,AAAMrWalker,Thank you for helping me out. I really appreciate it. What bikers are you talking about?,597.92
387,110,AAAMrWalker,I'll try to avoid them. Anything that I can do?,611.52
388,110,AAAMrWalker,Thanks for the tip. I'll keep that in mind.,616.70
389,110,AAAMrWalker,I want to know more about the town.,627.92
390,110,AAAMrWalker,Good to know.,630.92
391,110,AAAMrWalker,I'll just be on my way now,633.92
392,110,Johnson,It sounds like you want me to do something for you?,702.74
393,110,Johnson,Don't you have a sheriff or something?,713.14
394,110,Johnson,So you want me to find the sheriff?,717.75
395,110,Johnson,Why is that such big a problem?,729.35
396,110,Johnson,Why not just wait for them to move on?,735.15
397,110,Johnson,So you want me to get all the bikers out of your town?,745.74
398,110,1ADavidJohnson,Is there a way the townspeople can help fight off the bikers?,755.14
399,110,1ADavidJohnson,What would you need me to do?,767.94
400,110,1ADavidJohnson,Where can I find what you need?,778.14
401,110,aaaMargaret,I'd hate to burden you.,808.80
402,110,aaaMargaret,Thank you.,810.39
403,110,aaaThomas,You must have some ideas.,853.83
404,110,aaaThomas,Don't worry,862.45
405,110,aaaThomas,You must have some ideas.,1038.09
406,110,MyNPC,You seem a bit anxious.,1054.09
407,110,MyNPC,What's on your mind?,1062.70
408,110,MyNPC,I'll help you out.,1065.09
409,110,MyNPC,I'd like to buy something.,1075.93
410,110,AAAJanna,Tell me about the sheriff.,1107.57
411,110,AAAJanna,Tell me about the bar.,1111.57
412,110,AAAJanna,Tell me about the cafe.,1118.96
413,110,AAAJanna,Tell me about Old Fitz's cave to the south.,1126.76
414,110,AAAJanna,Tell me about the farm.,1131.37
415,110,AAAJanna,Tell me about the hotel.,1138.97
416,110,AAAJanna,Tell me about the abandoned house to the southeast.,1144.97
417,110,AAAJanna,Tell me about the men across the street.,1153.76
418,110,CrafterNPC,Tell me how to use the workbench.,1275.70
419,110,CrafterNPC,What kinds of things can I craft?,1282.30
420,110,CrafterNPC,Tell me about the sniper rifle.,1287.70
421,110,CrafterNPC,Tell me about the metal armor.,1295.50
422,110,CrafterNPC,Do you have a job for me?,1304.70
423,110,CrafterNPC,I'll do it.,1311.91
424,110,Eric,Can you tell me anything about the town?,1384.54
425,110,Eric,So what happened here?,1389.76
426,110,Eric,Who are you talking to?,1395.54
427,110,AAARichard,Not at the moment,1404.58
428,110,Andrew,What do you think would work for bribing the bikers to leave?,1427.60
429,110,Andrew,So what happened here?,1432.99
430,110,Andrew,Is there any particular reason the bikers are here?,1440.20
431,110,Cathrine,How's the farm life been treating you?,1517.23
432,110,Cathrine,Can you tell me about the coyotes?,1523.83
433,110,Cathrine,Any ideas on how to get rid of the bikers in town?,1531.43
434,110,aaamutant1,Sorry,1860.83
435,110,aaamutant1,Wait,1874.67
436,110,aaamutant1,I'm not from the town. Who is Cornelius?,1878.87
437,110,aaamutant1,That's terrible! Is there any way I can help?,1886.08
438,110,Andrew,What do you think would work for bribing the bikers to leave?,1920.73
439,110,AAARichard,There are some mutants in the abandoned house who say you poisoned one of them.,1938.17
440,110,AAARichard,Yes,1963.20
441,110,AAALara,What happened here?,1978.84
442,110,AAALara,What's wrong with your friend here?,1981.65
443,110,AAALara,What's going on?,1985.04
444,110,AAADaniel,Hello,1995.45
445,110,AAADaniel,Excuse me?,2003.85
446,110,AAADaniel,Can you give me some information?,2008.65
447,110,AAADaniel,Huh?,2011.06
448,110,aaamutant1,I have it. Here you go.,2109.08
449,110,aaamutant1,I have it. Here you go.,2135.07
450,110,1ADavidJohnson,Where can I find the guns again?,2291.32
451,110,Johnson,I have not taken care of the bikers yet.,2293.32
452,110,1ADavidJohnson,Any ideas how I can help you get rid of the bikers?,2302.34
453,110,1ADavidJohnson,Any ideas how I can help you get rid of the bikers?,2322.93
454,110,1ADavidJohnson,Where can I find the guns again?,2329.13
455,110,1ADavidJohnson,I'm planning on bribing the bikers. Any ideas on what they like?,2340.33
456,110,MyNPC,I'd like to buy something.,2366.92
457,110,1ADavidJohnson,Here are your weapons for the town.,2377.15
458,110,Ann,Yes,2725.64
459,110,Ann,Sure I will look for him.,2727.03
460,111,AAAPaul,Who are you?,89.17
461,111,AAAPaul,Mayor?  So this is a town?,106.57
462,111,AAAPaul,I'll have to thank your parents for helping me then.  Where are they?,129.57
463,111,AAAMrsWalker,I'm feeling fine,240.55
464,111,AAAMrsWalker,Is there something I can do to help you?,267.16
465,111,AAAMrWalker,Where am I exactly?,302.78
466,111,AAAMrWalker,Thank you for helping me out. I really appreciate it. What bikers are you talking about?,318.77
467,111,AAAMrWalker,I'll try to avoid them. Anything that I can do?,335.75
468,111,AAAMrWalker,Thanks for the tip. I'll keep that in mind.,343.15
469,111,AAAMrWalker,I want to know more about the town.,366.55
470,111,AAAMrWalker,Thank you. I'll keep that in mind.,371.96
471,111,AAAMrWalker,Thank you for helping me. But I'm confused,384.38
472,111,AAAMrWalker,Thanks for the help. What was that about bikers?,393.75
473,111,AAAMrWalker,[Stay silent],398.96
474,111,Johnson,It sounds like you want me to do something for you?,488.15
475,111,Johnson,Why is that such big a problem?,498.17
476,111,Johnson,Why not just wait for them to move on?,510.15
477,111,Johnson,So where did you say the bikers were?,519.16
478,111,Johnson,See you around,530.15
479,111,Andrew,So what happened here?,596.76
480,111,Andrew,Is there any particular reason the bikers are here?,606.36
481,111,AAALara,What happened here?,632.97
482,111,AAALara,What's wrong with your friend here?,637.58
483,111,AAALara,What's going on?,641.99
484,111,AAADaniel,Can you give me some information?,656.60
485,111,AAADaniel,Huh?,660.60
486,111,Ann,Yes,920.99
487,111,Ann,Sure I will look for him.,923.79
488,111,Slater,who are you?,1550.79
489,111,Slater,Easy now I'm only here to talk,1556.76
490,111,Slater,You have had your fun,1568.95
491,111,Slater,I don't want to fight,1579.35
492,111,Slater,Sorry for disturbing you,1551.57
493,111,Slater,Sorry for disturbing you,1547.57
494,111,Eric,So what happened here?,1709.78
495,111,Eric,Can you tell me anything about the town?,1716.56
496,111,Eric,Who are you talking to?,1723.56
497,111,AAARichard,Not at the moment,1734.96
498,111,Alexei,Hello to you,1788.61
499,111,Alexei,Goat farmer?,1800.61
500,111,Alexei,Hello. Can you tell me anything about this place?,1806.84
501,111,Alexei,Rats?,1813.40
502,111,Alexei,Hello. Can you tell me anything about this place?,1818.61
503,111,Alexei,Goats?,1826.23
504,111,Alexei,Hello. Can you tell me anything about this place?,1829.03
505,111,Alexei,Corn?,1832.61
506,112,AAAPaul,Where am I?.,39.41
507,112,AAAPaul,I'll have to thank your parents for helping me then.  Where are they?,68.61
508,112,AAAMrsWalker,I'm feeling fine,165.45
509,112,AAAMrsWalker,Allergies,194.63
510,112,AAAMrsWalker,I could help you with the rat if you want.,211.84
511,112,AAAMrWalker,I'll just be on my way now,225.47
512,112,AAAMrsWalker,Tell me about the silver mine.,444.69
513,112,AAAMrsWalker,Tell me about the abandoned house.,453.49
